,matricola,nome,cognome,qualifica,dipartimento,data_assunzione,data_di_nascita,classe_laurea,data_laurea,classe_dottorato,data_dottorato
7649,776618,Francesco,Varano,Knowledge of employee performance evaluation techniques, Cybersecurity,2020-02-10 22:04:25,1997-12-05 23:54:58,Master of Fine Arts (MFA),2019-03-29 22:42:46,,
7650,603752,Sonia,Agnesi,Strong written and verbal communication skills, Digital Marketing,2017-09-26 13:17:26,1995-09-27 03:05:03,,,,
7651,908742,Diana,Mercadante,Ability to manage and resolve conflicts, Market Research,2016-02-16 19:05:06,2001-02-26 03:20:08,Bachelor of Business Administration (BBA),2022-07-26 11:58:38,,
7652,760848,Lara,Errani,Strong sales and negotiation skills, Regulatory Affairs,2017-08-07 09:28:52,1998-10-25 13:27:01,,,,
7653,589743,Maurilio,Parini,Ability to develop and execute social media strategies, Corporate Social Responsibility,2016-12-22 02:23:26,1998-02-25 13:02:17,Master of Nursing (MN),2023-03-29 04:46:06,,
7654,970261,Gaetano,Marinetti,Strong sales and negotiation skills, Research and Development,2019-08-22 07:25:43,1999-11-08 05:53:53,,,,
7655,686793,Stefania,Sgarbi,Ability to identify and mitigate risks, Corporate Social Responsibility,2019-03-21 18:55:01,2001-03-31 07:29:30,,,,
7656,930340,Olga,Soffici,Strong understanding of IT security and risk management, Marketing,2018-03-30 06:41:41,1994-02-06 05:54:10,,,,
7657,561224,Veronica,Pederiva,Knowledge of financial modeling and forecasting techniques, Manufacturing Engineering,2019-04-09 15:17:00,1996-10-20 20:22:33,Associate of Engineering (AE),2018-12-29 18:08:41,Neuroscience,2024-10-13 20:22:33.182727
7658,631439,Baccio,Pisano,Ability to develop and execute social media strategies, Strategic Partnerships,2022-08-10 03:21:23,1997-04-27 14:46:37,,,,
7659,629316,Daria,Paruta,Ability to work in a fast-paced environment, Employee Relations,2017-06-29 08:12:37,2000-08-28 07:15:01,,,,
7660,138717,Romana,Marzorati,Leadership qualities, Operations,2015-07-18 03:45:00,1994-09-18 02:53:47,,,,
7661,288379,Oreste,Antonetti,Experience with product lifecycle management, Training and Education,2016-03-25 03:06:25,1993-09-23 14:46:48,Bachelor of Architecture (BArch),2021-05-18 12:28:17,,
7662,198681,Elmo,Novaro,Project management skills, Information Security,2021-10-30 02:38:53,2000-10-15 23:18:17,Bachelor of Nursing (BN),2023-03-07 12:44:54,,
7663,812957,Fabia,Chiappetta,Strong research and information-gathering skills, Supply Chain,2019-10-25 03:22:24,2002-09-26 07:58:20,Master of Architecture (MArch),2022-11-16 00:55:37,,
7664,343773,Adelasia,Falier,Analytical and critical thinking skills, Supply Chain,2023-01-18 19:15:14,2000-04-25 20:11:56,Doctor of Dental Surgery (DDS),2021-10-17 04:40:14,,
7665,678332,Loretta,Buscetta,Experience with data privacy and security measures, Operations,2022-03-11 08:31:28,1996-10-03 09:42:01,,,,
7666,80215,Antonella,Guarneri,Knowledge of IT infrastructure and networking, Engineering Design,2019-12-11 13:55:41,1998-08-02 08:57:01,,,,
7667,665657,Nicola,Scialpi,Knowledge of human resources policies and procedures, Administration,2018-12-26 02:52:58,2002-10-20 09:21:28,,,,
7668,835713,Silvestro,Calgari,Proficient in project management methodologies, Online Community Management,2017-11-23 13:50:49,1996-08-05 10:01:26,Master of Fine Arts (MFA),2017-01-30 14:14:53,,
7669,242093,Pompeo,Tutino,Knowledge of industry-specific software or tools, Business Development,2015-11-26 04:56:42,2002-10-09 09:09:28,,,,
7670,503226,Martino,Papafava,Strong financial analysis and forecasting skills, Web Development,2019-12-25 02:44:44,1998-03-20 23:46:35,,,,
7671,790152,Benito,Anastasi,Knowledge of software development methodologies, Change Management,2018-01-27 18:12:26,1996-04-30 07:59:14,,,,
7672,386446,Elladio,Zichichi,Experience with e-commerce platforms and technologies, Compensation and Benefits,2015-02-10 06:00:28,1995-07-30 10:25:30,Diploma in Early Childhood Education,2019-03-30 20:54:08,,
7673,624881,Piergiuseppe,Barese,Master's degree or higher, Business Analytics,2023-01-13 03:05:52,1993-12-08 04:44:23,,,,
7674,701428,Ermenegildo,Cardano,"Strong understanding of IT service management frameworks (e.g., ITIL)", Research and Innovation,2018-08-31 19:27:25,1998-04-27 16:35:02,Bachelor of Science (BS),2020-05-25 23:56:01,,
7675,626281,Riccardo,Bosio,Ability to develop and implement diversity and inclusion initiatives, Corporate Strategy,2018-06-17 11:48:31,1997-03-21 11:03:11,,,,
7676,826705,Salvatore,Costanzi,Problem-solving and troubleshooting skills, Quality Assurance,2019-04-16 20:24:20,1997-07-23 19:51:37,Associate of Education (AEd),2022-08-14 19:02:29,,
7677,396737,Panfilo,Raimondi,Experience with data modeling and database management, Business Analytics,2016-04-13 13:46:22,1994-11-20 20:23:07,Bachelor of Social Work (BSW),2022-02-17 23:15:53,,
7678,407576,Milena,Volta,Knowledge of social media platforms and marketing techniques, Project Management,2019-02-17 05:22:59,1993-11-03 11:41:28,Master of Education (MEd),2018-05-10 14:45:53,English Literature,2022-09-19 23:22:38.000000
7679,862655,Irma,Sagnelli,Strong understanding of change control and configuration management, Design,2019-05-02 04:13:29,2002-12-11 03:03:01,,,,
7680,497124,Graziano,Strangio,Strong interpersonal skills, Training and Development,2015-05-18 17:04:48,1995-08-31 09:02:44,Certificate in Web Development,2020-12-20 13:28:19,,
7681,39940,Eva,Guarato,Knowledge of regulatory requirements and compliance, Human Resources,2018-08-21 00:04:49,1996-01-05 00:30:29,,,,
7682,485201,Geronimo,Nicolini,Experience with data privacy and security measures, Network Operations,2020-10-19 18:48:20,1998-06-10 20:15:58,Bachelor of Architecture (BArch),2020-09-13 01:38:08,,
7683,629758,Milena,Munari,Attention to detail and accuracy, Incident Response,2020-08-22 08:12:43,1998-12-22 15:54:28,,,,
7684,228106,Arnaldo,Amato,Ability to conduct market research and analysis, Product Marketing,2021-08-02 08:05:43,1996-08-12 14:25:55,Certificate in Graphic Design,2023-07-15 22:21:23,,
7685,342497,Concetta,Filippelli,Experience with quality assurance and control processes, Legal,2016-07-01 06:34:52,2001-02-17 15:57:13,Associate of Computer Science (ACS),2022-06-27 07:44:53,,
7686,75676,Melissa,Monte,Ability to develop and implement sustainability initiatives, Communications,2022-01-29 03:00:08,1998-02-17 16:48:42,,,,
7687,477001,Gianfrancesco,Scotto,"Technical expertise in a specific area (e.g., programming languages, engineering software)", Data Management,2019-01-29 22:58:20,1997-08-31 18:53:34,,,,
7688,249393,Fredo,Bixio,Strong project coordination and scheduling skills, Cloud Services,2018-10-28 15:59:45,1998-06-13 22:41:31,,,,
7689,970209,Laura,Mimun,Ability to conduct market segmentation and targeting, Innovation,2018-09-04 03:37:14,1993-11-04 20:05:37,,,,
7690,849168,Romeo,Tencalla,Experience with process improvement and optimization, Product Marketing,2019-07-02 08:01:03,1998-01-25 19:13:21,Certificate in Digital Marketing,2020-10-14 18:09:26,Environmental Science,2026-01-18 19:13:21.718535
7691,510185,Giuseppina,Rensi,Experience with e-commerce platforms and technologies, Sales,2022-07-12 14:17:09,2000-12-01 18:36:58,,,,
7692,646660,Federica,Borsiere,Strong understanding of change control and configuration management, Human Resources,2016-03-12 20:57:56,2001-12-01 10:37:59,,,,
7693,994734,Stella,Battelli,Ability to manage and resolve conflicts, Finance,2021-11-25 00:41:39,1997-07-21 01:40:05,,,,
7694,883677,Angelina,Cociarelli,Strong sales and negotiation skills, Brand Management,2017-09-28 02:21:22,1994-01-21 13:35:18,Bachelor of Nursing (BN),2016-03-19 20:24:48,Education,2023-05-27 11:45:45.000000
7695,815923,Eliana,Casadei,Experience with data privacy and security measures, Finance,2016-03-06 04:46:17,1994-12-29 01:31:45,Diploma in Hospitality Management,2022-11-23 06:02:38,,
7696,524438,Marisa,Interiano,Ability to manage and resolve conflicts, Software Testing,2015-06-14 23:22:01,1998-04-30 07:57:39,,,,
7697,68205,Alfredo,Tosto,Ability to meet deadlines, Data Analytics,2019-10-17 22:56:22,2002-02-07 12:12:37,Doctor of Philosophy (PhD),2023-02-23 21:48:42,Mathematics,2030-01-31 12:12:37.822972
7698,130394,Roman,Lovato,Strong understanding of organizational development principles, Online Community Management,2022-03-29 21:27:51,1993-09-23 16:06:09,,,,
7699,201533,Elmo,Costalonga,Problem-solving and troubleshooting skills, Market Forecasting,2022-08-20 05:44:41,1998-10-02 13:33:40,,,,
7700,709392,Maria,Capone,Team player with strong collaboration abilities, Innovation,2019-04-19 18:51:20,1993-11-03 20:21:24,Certificate in Digital Marketing,2016-02-18 03:05:42,,
7701,809316,Roberto,Trebbi,Knowledge of industry-specific software or tools, Information Security,2022-04-11 22:05:14,1993-12-12 19:55:06,Bachelor of Fine Arts (BFA),2019-08-03 01:17:35,Education,2022-03-03 04:33:27.000000
7702,7706,Susanna,Pacetti,Ability to conduct market research and analysis, Research and Innovation,2021-05-25 11:55:31,1997-08-22 09:31:23,Bachelor of Architecture (BArch),2022-09-24 13:19:13,,
7703,198521,Ida,Busoni,Experience with content management systems (CMS), Graphic Design,2019-03-01 13:16:26,2000-06-22 07:29:02,Master of Business Administration (MBA),2020-06-23 22:42:27,,
7704,920106,Goffredo,Zola,Experience with data privacy and security measures, Finance,2021-04-11 00:11:03,2000-11-08 16:25:37,,,,
7705,919686,Pier,Taccola,Ability to meet deadlines, Training and Education,2018-11-08 13:54:44,2000-11-24 18:38:26,Diploma in Business Administration,2021-04-06 22:49:56,,
7706,706566,Bruno,Barracco,Strong understanding of change control and configuration management, E-commerce,2015-12-28 06:22:53,1999-08-27 04:20:58,Certificate in Graphic Design,2022-03-26 01:43:43,,
7707,897432,Natalia,Sinisi,Experience with process improvement and optimization, Sales,2019-06-26 06:20:51,1999-02-17 07:49:19,,,,
7708,434068,Gioele,Satta,Ability to manage cross-functional projects, Data Science,2017-01-10 03:04:12,1999-07-07 03:09:22,Doctor of Pharmacy (PharmD),2019-09-25 18:59:45,,
7709,184264,Fabio,Savorgnan,Ability to meet deadlines, Outsourcing,2017-10-14 12:45:14,2001-06-20 06:14:46,Master of Social Work (MSW),2022-06-17 09:19:59,Anthropology,2029-06-13 06:14:46.193670
7710,90406,Ida,Zanichelli,Strong understanding of data visualization techniques, Finance,2017-12-24 07:25:38,2001-07-25 18:37:39,,,,
7711,391278,Lina,Giradello,Ability to identify and mitigate risks, Social Media Management,2018-08-19 18:52:41,2002-11-22 14:45:21,Master of Computer Science (MCS),2023-02-08 13:31:51,Anthropology,2030-11-15 14:45:21.979452
7712,275350,Enzo,Maccanelli,Experience with product lifecycle management, Corporate Social Responsibility,2022-08-03 02:35:31,1999-09-26 04:22:43,,,,
7713,125707,Delfino,Canova,Strong understanding of data governance and data quality management, Graphic Design,2022-01-30 13:59:32,1997-10-23 23:47:48,Master of Fine Arts (MFA),2018-01-06 03:47:24,,
7714,699750,Arsenio,Ruffini,Strong understanding of digital marketing strategies, Competitive Intelligence,2016-11-10 00:35:51,2002-08-12 12:27:54,,,,
7715,420773,Gelsomina,Avogadro,Knowledge of talent acquisition and recruitment strategies, Procurement,2017-06-03 22:51:08,1996-11-10 08:11:36,,,,
7716,527581,Ippazio,Salgari,Experience with customer service management tools, Claims and Insurance,2021-10-16 22:29:15,1995-03-10 12:58:54,,,,
7717,968176,Francesca,Zabarella,Experience with customer service management tools, Inventory Management,2016-12-31 04:51:16,2002-08-28 13:33:31,Bachelor of Engineering (BE),2023-04-09 22:14:23,,
7718,242644,Rosina,Cipolla,Strong understanding of IT security and risk management, Market Forecasting,2018-07-06 21:37:14,1994-02-27 07:08:11,,,,
7719,427996,Eraldo,Goldoni,Excellent customer service skills, International Business,2016-07-03 21:50:33,1994-05-18 10:13:30,,,,
7720,609508,Graziano,Porzio,Knowledge of talent management and succession planning, Facilities Management,2019-09-27 10:19:40,1997-10-16 17:23:15,,,,
7721,874758,Dario,Chechi,Knowledge of talent management and succession planning, Manufacturing Engineering,2017-05-29 03:07:07,2000-01-07 13:44:22,Bachelor of Architecture (BArch),2022-05-18 16:45:59,,
7722,553597,Giacobbe,Volta,Ability to develop and maintain vendor relationships, Data Science,2018-08-06 09:56:24,2000-10-29 22:47:26,,,,
7723,475218,Gustavo,Mastroianni,Knowledge of agile software development methodologies, Change Management,2019-11-14 19:15:24,1995-07-22 12:28:10,,,,
7724,957492,Silvio,Ungaretti,Ability to manage cross-functional projects, Legal,2016-12-21 19:50:04,1994-08-13 13:43:26,Associate of Arts (AA),2019-08-21 04:14:02,,
7725,212299,Carmelo,Pedrazzini,Knowledge of regulatory compliance and reporting, Business Intelligence,2020-03-07 12:58:52,2001-05-25 07:28:12,,,,
7726,769544,Barbara,Riccati,Adaptability and flexibility, Content Creation,2021-10-20 03:15:36,1994-03-01 03:32:30,Associate of Education (AEd),2023-01-11 20:18:13,,
7727,420285,Guarino,Brenna,Knowledge of regulatory compliance and reporting, Business Intelligence,2018-08-22 06:47:37,2001-09-01 19:49:37,,,,
7728,233606,Claudia,Sagredo,Knowledge of human resources policies and procedures, Corporate Development,2021-10-01 08:08:17,2000-08-06 17:59:10,,,,
7729,336587,Guglielmo,Mezzetta,Experience with content management systems (CMS), Artificial Intelligence,2015-11-01 16:26:28,2002-04-17 06:23:42,,,,
7730,570230,Cecilia,Piazzi,Knowledge of regulatory compliance and reporting, Manufacturing Engineering,2019-09-24 13:46:46,1997-06-25 08:47:08,Associate of Computer Science (ACS),2019-11-18 15:26:46,,
7731,732000,Guarino,Spadafora,Ability to manage and resolve conflicts, Competitive Intelligence,2017-06-15 20:15:51,1993-11-14 20:18:53,,,,
7732,400314,Ippazio,Trentini,Project management skills, Customer Service,2016-11-16 06:51:40,2000-02-17 23:32:27,,,,
7733,949246,Lucrezia,Tarchetti,Strong written and verbal communication skills, Design,2015-07-30 02:58:40,1994-03-13 03:22:16,Doctor of Law (JD),2021-10-17 08:28:23,,
7734,566329,Pompeo,Cabrini,Ability to work with cross-functional teams, Logistics,2023-07-14 20:08:46,1996-12-18 18:02:33,,,,
7735,981599,Nino,Navone,Leadership qualities, Network Operations,2017-05-07 02:44:50,1995-06-22 14:12:12,,,,
7736,941893,Costanzo,Comeriato,Strong organizational and time management skills, Product Marketing,2020-12-13 01:59:26,2000-10-30 03:38:35,Master of Computer Science (MCS),2021-04-02 10:54:04,,
7737,838403,Pasqual,Brambilla,Ability to develop and maintain vendor relationships, Tax,2019-09-04 13:58:05,1999-04-15 10:25:11,Associate of Applied Science (AAS),2021-08-08 04:27:09,,
7738,46055,Amalia,Lerner,Experience with customer experience (CX) design and optimization, Artificial Intelligence,2019-06-13 07:14:22,2002-01-22 14:35:01,,,,
7739,403413,Sonia,Nolcini,"Strong understanding of data privacy regulations (e.g., GDPR)", Engineering Design,2018-01-15 01:10:06,1993-11-08 18:54:05,,,,
7740,698879,Serena,Dalla,Knowledge of supply chain management principles, Supply Chain,2017-05-24 08:54:24,1993-09-30 13:16:13,Associate of Architecture (AArch),2020-02-07 05:39:51,,
7741,425898,Michelotto,Meucci,Strong understanding of data visualization techniques, Market Research,2018-03-25 15:28:56,1999-09-10 05:39:29,Associate of Education (AEd),2022-11-17 06:45:56,,
7742,575681,Ciro,Gaito,Ability to manage product launches and releases, Quality Assurance,2018-05-26 00:53:33,1999-06-26 00:52:06,Certificate in Project Management,2021-03-12 05:02:42,,
7743,653501,Berenice,Buscetta,Ability to manage and resolve conflicts, Business Intelligence,2017-05-29 08:23:57,2000-08-29 09:35:09,Doctor of Dental Surgery (DDS),2023-03-23 19:08:33,,
7744,769969,Fernanda,Fermi,Strong understanding of data visualization techniques, Brand Management,2015-11-09 16:07:11,1993-11-28 03:27:38,Master of Science (MS),2014-02-19 01:45:24,,
7745,451564,Paulina,Lollobrigida,Ability to develop and implement diversity and inclusion initiatives, Training and Education,2015-10-15 15:56:00,1998-01-28 00:49:25,Doctor of Philosophy (PhD),2021-12-10 08:40:39,Public Health,2026-01-21 00:49:25.245939
7746,364646,Orlando,Ossani,Ability to develop and implement strategic plans, Training and Education,2018-05-17 06:37:01,1996-09-21 23:08:08,,,,
7747,447430,Costantino,Tomasetti,Ability to develop and implement training programs, Human Resources,2020-12-23 14:37:05,1996-12-30 07:38:47,,,,
7748,209572,Nina,Calarco,Strong attention to quality and accuracy, Compliance,2020-04-09 06:07:13,2000-06-15 11:40:01,,,,
7749,444082,Adelasia,Baroffio,Ability to develop and implement marketing campaigns, Innovation,2016-02-29 16:34:04,2002-10-14 15:32:42,,,,
